SSC_NAME_2011,POA_CODE_2011
Port Willunga,5173
Aldinga,5173
Sellicks Beach,5174
Sellicks Hill,5174
Meadows,5201
Prospect Hill,5201
Paris Creek,5201
Myponga,5202
Yankalilla,5203
Cape Jervis,5204
Carrickalinga,5204
Normanville (SA),5204
Wirrina Cove,5204
Mount Compass,5210
Hayborough,5211
Victor Harbor,5211
McCracken,5211
Encounter Bay,5211
Waitpinga,5211
Hindmarsh Valley,5211
Lower Inman Valley,5211
Inman Valley,5211
Port Elliot,5212
Middleton (SA),5213
Hindmarsh Island,5214
Goolwa North,5214
Goolwa,5214
Goolwa South,5214
Goolwa Beach,5214
Currency Creek,5214
Parndana,5220
American River,5221
Penneshaw,5222
Island Beach,5222
Brownlow Ki,5223
Vivonne Bay,5223
Kingscote,5223
Menzies (SA),5223
Nepean Bay,5223
Kersbrook,5231
Cudlee Creek,5232
Forreston,5233
Gumeracha,5233
Birdwood (SA),5234
Eden Valley,5235
Springton,5235
Mount Pleasant (SA),5235
Tungkillo,5236
Palmer (SA),5237
Younghusband,5238
Walker Flat,5238
Mannum,5238
Port Mannum,5238
Nildottie,5238
Lenswood,5240
Lobethal,5241
Balhannah,5242
Oakbank,5243
Mount Torrens,5244
Woodside (SA),5244
Charleston,5244
Harrogate,5244
Hahndorf,5245
Paechtown,5245
Verdun,5245
Blakiston,5250
Littlehampton,5250
Mount Barker (SA),5251
Bugle Ranges,5251
Wistow,5251
Mount Barker Springs,5251
Kanmantoo,5252
Brukunga,5252
Dawesley,5252
Nairne,5252
Murray Bridge,5253
Murray Bridge East,5253
Riverglades,5253
Swanport,5253
Northern Heights,5253
Woods Point (SA),5253
Burdett,5253
Sunnyside (SA),5253
Callington,5254
Caloote,5254
Mypolonga,5254
Monarto South,5254
Monarto,5254
Strathalbyn (SA),5255
Willyaroo,5255
Woodchester,5255
Langhorne Creek,5255
Highland Valley,5255
Finniss,5255
Tooperang,5255
Milang,5256
Clayton Bay,5256
Wellington (SA),5259
Wellington East,5259
Narrung (SA),5259
Tailem Bend,5260
Yumali,5261
Wild Dog Valley (SA),5262
Coonawarra (SA),5263
Meningie,5264
Coonalpyn,5265
Tintinara,5266
Willalooka,5267
Sherwood (SA),5267
Keith,5267
Western Flat,5268
Bordertown,5268
Wolseley,5269
Mundulla,5270
Padthaway,5270
Naracoorte,5271
Joanna,5271
Lochaber,5271
Padthaway,5271
Lucindale,5272
Kingston SE,5275
Pinks Beach,5275
Keilira,5275
Cape Jaffa,5275
Nora Creina,5276
Robe,5276
Tarpeena,5277
Nangwarry,5277
Penola,5277
Kalangadoo,5278
Mount Burr,5279
Millicent,5280
Rocky Camp,5280
Wattle Range,5280
Beachport,5280
Southend,5280
Tantanoola,5280
Hatherleigh,5280
Mount Gambier,5290
Port Macdonnell,5291
Allendale East,5291
Donovans,5291
Mount Schank,5291
Ob Flat,5291
Moorak,5291
Kongorong,5291
Mil-Lel,5291
Mingbool,5291
Glenburnie,5291
Yahl,5291
Carpenter Rocks,5291
Nene Valley,5291
Wandilo,5291
Worrolong,5291
Compton,5291
Suttontown,5291
Glencoe (SA),5291
Parrakie,5301
Peake,5301
Lameroo,5302
Ngarkat,5302
Parilla,5303
Pinnaroo,5304
Karoonda,5307
Wanbi,5308
Marama,5309
Taplan,5311
Paruna,5311
Woodleigh (SA),5311
Bugle Hut,5311
Taldra,5311
Morgan,5320
Cadell,5321
Sunlands,5322
Golden Heights,5322
Waikerie,5330
Taylorville,5330
Kingston On Murray,5331
Moorook South,5332
Loxton,5333
Loxton North,5333
New Residence,5333
Wunkar,5333
Paringa,5340
Murtho,5340
Renmark,5341
Renmark North,5341
Chaffey,5341
Old Calperum,5341
Cooltong,5341
Renmark West,5341
Renmark South,5341
Monash (SA),5342
Winkie,5343
Katarapko,5343
Loveday,5343
Berri,5343
Lyrup,5343
Glossop,5344
Barmera,5345
Loveday,5345
Cobdogla,5346
Sandy Creek (SA),5350
Mount Crawford,5351
Cockatoo Valley,5351
Williamstown (SA),5351
Altona (SA),5351
Lyndoch,5351
Bethany,5352
Tanunda,5352
Moculta,5353
Angaston,5353
Flaxman Valley,5353
Penrice,5353
Keyneton,5353
Cambrai,5353
Punyelroo,5354
Marks Landing,5354
Stockwell,5355
Ebenezer (SA),5355
Marananga,5355
Light Pass,5355
Nuriootpa,5355
Truro,5356
Blanchetown,5357
Paisley,5357
Greenock,5360
Moppa,5360
Roseworthy,5371
Shea-Oak Log,5371
Freeling,5372
Kapunda,5373
Eudunda,5374
Hampden (SA),5374
Robertstown,5381
Wasleys,5400
Hamley Bridge,5401
Alma (SA),5401
Stockport,5410
Tarlee,5411
Riverton (SA),5412
Marrabel,5413
Waterloo (SA),5413
Saddleworth,5413
Manoora (SA),5414
Mintaro,5415
Farrell Flat,5416
Burra (SA),5417
Booborowie,5417
Hallett,5419
Terowie,5421
Mannanarie,5422
Peterborough (SA),5422
Yongala,5422
Orroroo,5431
Pekina,5431
Quorn,5433
Hawker (SA),5433
Hawker (SA),5434
Yunta,5440
Auburn (SA),5451
Watervale,5452
Clare (SA),5453
Stanley Flat,5453
Armagh,5453
Sevenhill,5453
Hilltown,5453
Spalding (SA),5454
Owen,5460
Halbury,5461
Balaklava,5461
Whitwarta,5461
Blyth,5462
Brinkworth,5464
Blyth,5464
Yacka,5470
Georgetown (SA),5472
Gladstone (SA),5473
Laura (SA),5480
Wirrabara,5481
Booleroo Centre,5482
Melrose (SA),5483
Wilmington,5485
Caltowie,5490
Jamestown,5491
Port Germein,5495
Port Flinders,5495
Germein Bay,5495
Lewiston,5501
Two Wells,5501
Lower Light,5501
Windsor (SA),5501
Thompson Beach,5501
Dublin,5501
Parham,5501
Mallala,5502
Korunye,5502
Redbanks,5502
Lochiel (SA),5510
Snowtown,5520
Redhill,5521
Port Broughton,5522
Fisherman Bay,5522
Crystal Brook (SA),5523
Wandearah East,5523
Port Pirie West,5540
Port Pirie,5540
Solomontown,5540
Port Pirie South,5540
Risdon Park,5540
Coonamia,5540
Risdon Park South,5540
Napperby,5540
Warnertown,5540
Nelshaby,5540
Port Wakefield,5550
Bowmans,5550
Paskeville,5552
Kadina,5554
New Town (SA),5554
Jerusalem,5554
Wallaroo Mines,5554
Warburto,5554
Tickera,5555
Ninnes,5555
Wallaroo (SA),5556
North Beach (SA),5556
Wallaroo Plain,5556
Moonta,5558
North Moonta,5558
Moonta Mines,5558
Port Hughes,5558
Moonta Bay,5558
Bute,5560
Price,5570
Clinton (SA),5570
Ardrossan,5571
Tiddy Widdy Beach,5571
Black Point,5571
James Well,5571
Arthurton,5572
Wauraltee,5573
Maitland (SA),5573
Balgowan (SA),5573
Port Victoria,5573
Point Pearce,5573
Minlaton,5575
Marion Bay (SA),5575
Corny Point,5575
Point Turton,5575
Hardwicke Bay,5575
Wool Bay,5575
Yorketown,5576
Port Moorowie,5576
Warooka,5577
Inneston,5577
Curramulka,5580
Port Vincent,5581
Stansbury,5582
Coobowie,5583
Edithburgh,5583
Point Lowly,5600
Whyalla Playford,5600
Unclassified (SA),5600
Whyalla,5600
Mullaquana,5600
False Bay,5600
Iron Knob,5601
Cowell,5602
Arno Bay,5603
Port Neill,5604
Tumby Bay,5605
Port Lincoln,5606
Coffin Bay,5607
Yeelanna,5607
Louth Bay,5607
North Shields,5607
Lipson,5607
Hawson,5607
Lincoln National Park,5607
Wangary,5607
Tulka,5607
Ungarra,5607
Venus Bay (SA),5607
Duck Ponds,5607
Boston,5607
Whyalla Stuart,5608
Whyalla Norrie,5608
Whyalla Jenkins,5609
Edillilie,5630
Cummins,5631
Lock,5633
Cleve,5640
Kelly,5641
Kimba,5641
Darke Peak,5642
Rudall,5642
Warramboo,5650
Wudinna,5652
Minnipa,5654
Elliston,5670
Streaky Bay,5680
Perlubie,5680
Smoky Bay,5680
Ceduna,5690
Thevenard,5690
Denial Bay,5690
Koonibba,5690
Penong,5690
Yalata,5690
Unclassified (SA),5690
Miranda (SA),5700
Port Augusta West,5700
Port Augusta,5700
Port Paterson,5700
Wami Kata,5700
Unclassified (SA),5710
Commissariat Point,5710
Glendambo,5710
Stirling North,5710
Woomera,5720
Andamooka,5722
Coober Pedy,5723
Unclassified (SA),5724
Roxby Downs,5725
Olympic Dam,5725
Leigh Creek (SA),5731
Marree,5731
Nepabunna,5732
Copley (SA),5732
Oodnadatta,5734
Adelaide Airport,5950
Garden Island (SA),5960
Perth (WA),6000
Highgate (WA),6003
Northbridge (WA),6003
East Perth,6004
West Perth,6005
North Perth,6006
Leederville,6007
West Leederville,6007
Subiaco,6008
Daglish,6008
Shenton Park,6008
Dalkeith,6009
Nedlands,6009
Crawley,6009
Claremont (WA),6010
Swanbourne,6010
Mount Claremont,6010
Karrakatta,6010
Cottesloe,6011
Peppermint Grove,6011
Mosman Park (WA),6012
Floreat,6014
Jolimont,6014
Wembley,6014
City Beach,6015
Mount Hawthorn,6016
Glendalough,6016
Herdsman,6017
Osborne Park,6017
Doubleview,6018
Innaloo,6018
Karrinyup,6018
Gwelup,6018
Woodlands (WA),6018
Churchlands,6018
Scarborough (WA),6019
Wembley Downs,6019
Sorrento (WA),6020
Marmion,6020
Carine,6020
Watermans Bay,6020
North Beach (WA),6020
Balcatta,6021
Stirling (WA),6021
Hamersley,6022
Duncraig,6023
Greenwood (WA),6024
Warwick (WA),6024
Craigie (WA),6025
Hillarys,6025
Kallaroo,6025
Padbury,6025
Kingsley,6026
Woodvale (WA),6026
Beldon,6027
Heathridge,6027
Connolly,6027
Joondalup,6027
Edgewater,6027
Mullaloo,6027
Ocean Reef,6027
Kinross,6028
Currambine,6028
Iluka (WA),6028
Burns Beach,6028
Trigg,6029
Ridgewood (WA),6030
Merriwa (WA),6030
Clarkson,6030
Tamala Park,6030
Quinns Rocks,6030
Mindarie (WA),6030
Carramar (WA),6031
Banksia Grove,6031
Neerabup,6031
Nowergup,6032
Carabooda,6033
Yanchep,6035
Butler (WA),6036
Jindalee (WA),6036
Two Rocks,6037
Woodridge (WA),6041
Guilderton,6041
Gabbadah,6041
Seabird,6042
Ledge Point,6043
Nilgen,6044
Wedge Island,6044
Lancelin,6044
Mount Lawley,6050
Menora,6050
Coolbinia,6050
Maylands (WA),6051
Inglewood (WA),6052
Bedford,6052
Bayswater (WA),6053
Eden Hill,6054
Bassendean (WA),6054
Ashfield (WA),6054
Lockridge,6054
Kiara,6054
West Swan,6055
Henley Brook,6055
South Guildford,6055
Hazelmere,6055
Caversham,6055
Guildford (WA),6055
Boya,6056
Helena Valley,6056
Koongamia,6056
Swan View,6056
Midvale,6056
Greenmount (WA),6056
Middle Swan,6056
Herne Hill (WA),6056
Viveash,6056
Midland,6056
Bellevue (WA),6056
Woodbridge (WA),6056
Stratton,6056
Jane Brook,6056
Red Hill (WA),6056
Millendon,6056
Baskerville,6056
High Wycombe,6057
Maida Vale,6057
Forrestfield,6058
Dianella,6059
Tuart Hill,6060
Joondanna,6060
Yokine,6060
Mirrabooka (WA),6061
Balga,6061
Nollamara,6061
Westminster,6061
Embleton,6062
Morley,6062
Noranda,6062
Beechboro,6063
Alexander Heights,6064
Koondoola,6064
Girrawheen,6064
Marangaroo,6064
Madeley,6065
Landsdale,6065
Wangara,6065
Darch,6065
Ashby (WA),6065
Tapping,6065
Hocking,6065
Wanneroo,6065
Pearsall,6065
Sinagra,6065
Ballajura,6066
Cullacabardee,6067
Whiteman,6068
Ellenbrook,6069
Aveley,6069
The Vines,6069
Brigadoon,6069
Upper Swan,6069
Belhus,6069
Darlington (WA),6070
Glen Forrest,6071
Hovea,6071
Mahogany Creek,6072
Mundaring,6073
Sawyers Valley,6073
Sawyers Valley,6074
Kalamunda,6076
Gooseberry Hill,6076
Carmel,6076
Lesmurdie,6076
Walliston,6076
Bickley,6076
Piesse Brook,6076
Pickering Brook,6076
Jandabup,6077
Gnangara,6077
Mariginiup,6078
Melaleuca,6079
Stoneville,6081
Parkerville,6081
Mount Helena,6082
Gidgegannup,6083
Morangup,6083
Avon Valley National Park,6084
Bullsbrook,6084
Walyunga National Park,6084
Lower Chittering,6084
Chittering,6084
Malaga,6090
Victoria Park,6100
Lathlain,6100
Burswood,6100
East Victoria Park,6101
Carlisle,6101
Bentley (WA),6102
St James (WA),6102
Rivervale,6103
Redcliffe (WA),6104
Belmont (WA),6104
Ascot (WA),6104
Kewdale,6105
Perth Airport,6105
Cloverdale,6105
Welshpool (WA),6106
Wilson,6107
East Cannington,6107
Cannington,6107
Queens Park (WA),6107
Beckenham,6107
Kenwick,6107
Wattle Grove (WA),6107
Thornlie,6108
Maddington,6109
Orange Grove (WA),6109
Gosnells,6110
Huntingdale (WA),6110
Southern River,6110
Martin,6110
Lesley,6111
Camillo,6111
Champion Lakes,6111
Kelmscott,6111
Roleystone,6111
Karragullen,6111
Canning Mills,6111
Armadale (WA),6112
Hilbert,6112
Brookdale (WA),6112
Wungong,6112
Haynes,6112
Forrestdale,6112
Piara Waters,6112
Harrisdale,6112
Bedfordale,6112
Mount Richon,6112
Mount Nasura,6112
Seville Grove,6112
Oldbury,6121
Oakford,6121
Darling Downs,6122
Byford,6122
Cardup,6122
Karrakup,6122
Mundijong,6123
Jarrahdale,6124
Mardella,6125
Serpentine (WA),6125
Hopeland (WA),6125
Keysbrook,6126
Lynwood (WA),6147
Parkwood (WA),6147
Langford,6147
Ferndale (WA),6148
Riverton (WA),6148
Shelley (WA),6148
Rossmoyne,6148
Bull Creek (WA),6149
Leeming,6149
Bateman,6150
Murdoch,6150
Winthrop,6150
South Perth,6151
Kensington (WA),6151
Como (WA),6152
Waterford (WA),6152
Karawara,6152
Salter Point,6152
Manning,6152
Applecross,6153
Ardross,6153
Brentwood (WA),6153
Mount Pleasant (WA),6153
Booragoon,6154
Alfred Cove,6154
Myaree,6154
Canning Vale,6155
Willetton,6155
Melville (WA),6156
Attadale,6156
Willagee,6156
Bicton,6157
Palmyra (WA),6157
East Fremantle,6158
North Fremantle,6159
Fremantle,6160
Rottnest Island,6161
White Gum Valley,6162
South Fremantle,6162
Beaconsfield (WA),6162
Bibra Lake,6163
North Lake,6163
Coolbellup,6163
Hamilton Hill,6163
North Coogee,6163
Spearwood,6163
Hilton (WA),6163
O'Connor (WA),6163
Samson,6163
Kardinya,6163
Aubin Grove,6164
Banjup,6164
Atwell,6164
Beeliar,6164
Jandakot,6164
South Lake,6164
Cockburn Central,6164
Success,6164
Hammond Park,6164
Yangebup,6164
Hope Valley (WA),6165
Naval Base,6165
Munster,6166
Coogee (WA),6166
Henderson,6166
Wattleup,6166
Wandi,6167
Mandogalup,6167
Anketell,6167
Bertram,6167
Calista,6167
Medina,6167
Casuarina (WA),6167
The Spectacles,6167
Parmelia,6167
Kwinana Town Centre,6167
Orelia,6167
Cooloongup,6168
Hillman,6168
Rockingham (WA),6168
Garden Island (WA),6168
East Rockingham,6168
Peron,6168
Safety Bay,6169
Shoalwater (WA),6169
Waikiki,6169
Warnbro,6169
Wellard,6170
Leda,6170
Baldivis,6171
Port Kennedy,6172
Secret Harbour,6173
Golden Bay,6174
Singleton (WA),6175
Karnup,6176
Lakelands (WA),6180
Parklands (WA),6180
Stake Hill,6181
Keralup,6182
North Dandalup,6207
Nambeelup,6207
South Yunderup,6208
North Yunderup,6208
Ravenswood (WA),6208
Meelon,6208
Pinjarra,6208
West Pinjarra,6208
Barragup,6209
Furnissdale,6209
Falcon,6210
Wannanup,6210
Greenfields,6210
Halls Head,6210
Erskine (WA),6210
Mandurah,6210
Silver Sands,6210
Meadow Springs,6210
Madora Bay,6210
San Remo (WA),6210
Coodanup,6210
Dudley Park (WA),6210
Herron,6211
Bouvard,6211
Dawesville,6211
Dwellingup,6213
Coolup,6214
Waroona,6215
Hamel,6215
Nanga Brook,6215
Lake Clifton,6215
Preston Beach,6215
Yarloop,6218
Harvey,6220
Cookernup,6220
Uduc,6220
Myalup,6220
Wokalup,6221
Brunswick (WA),6224
Collie (WA),6225
Cardiff (WA),6225
Preston Settlement,6225
Yourdamung Lake,6225
Allanson,6225
Roelands,6226
Burekup,6227
Picton East,6229
Usher,6230
Withers,6230
Bunbury (WA),6230
South Bunbury,6230
Carey Park,6230
College Grove,6230
Davenport (WA),6230
Pelican Point (WA),6230
Gelorup,6230
Dalyellup,6230
East Bunbury,6230
Vittoria (WA),6230
Glen Iris (WA),6230
Eaton (WA),6232
Millbridge,6232
Australind,6233
Leschenault,6233
Binningup,6233
Dardanup West,6236
Ferguson (WA),6236
Paradise (WA),6236
Dardanup,6236
Boyanup,6237
Elgin (WA),6237
North Boyanup,6237
Stratham,6237
Donnybrook (WA),6239
Yabberup,6239
Argyle (WA),6239
Upper Capel,6239
Brookhampton,6239
Lowden,6240
Dinninup,6244
Boyup Brook,6244
Mayanup,6244
Mullalyup,6251
Balingup,6253
Greenbushes,6254
North Greenbushes,6254
Kangaroo Gully,6255
Catterick,6255
Bridgetown,6255
Yornup,6256
Manjimup,6258
Middlesex (WA),6258
Deanmill,6258
Dingup,6258
Yanmah,6258
Quinninup,6258
Eastbrook,6260
Pemberton,6260
Yeagarup,6260
Meerup,6262
Northcliffe,6262
Ludlow,6271
Capel,6271
Peppermint Grove Beach,6271
Jalbarragup,6275
Nannup,6275
Vasse,6280
Broadwater (WA),6280
Ambergate,6280
Geographe,6280
West Busselton,6280
Busselton,6280
Yalyalup,6280
Bovell,6280
Reinscourt,6280
Abbey,6280
Marybrook,6280
Acton Park (WA),6280
Chapman Hill,6280
Tutunup,6280
Carbunup River,6280
Wilyabrup,6280
Dunsborough,6281
Quindalup,6281
Eagle Bay,6281
Quedjinup,6281
Yallingup Siding,6282
Yallingup,6282
Cowaramup,6284
Baudin,6284
Gracetown,6284
Osmington,6285
Rosa Glen,6285
Margaret River (WA),6285
Gnarabup,6285
Prevelly,6285
Boranup,6286
Forest Grove (WA),6286
Witchcliffe,6286
Karridale,6288
Augusta,6290
Leeuwin,6290
Molloy Island,6290
York,6302
Wilberforce (WA),6302
Mount Hardey,6302
Gilgering,6302
Beverley (WA),6304
Bally Bally,6304
Dale,6304
Brookton,6306
Wandering,6308
East Pingelly,6308
Pingelly,6308
Popanyinning,6309
Cuballing,6311
Toolibin,6312
Narrogin,6312
Dumberning,6312
Narrogin Valley,6312
Highbury (WA),6313
Wagin,6315
Piesseville,6315
Woodanilling,6316
Katanning,6317
Broomehill Village,6318
Tambellup,6320
Broomehill West,6320
Broomehill East,6320
Cranbrook (WA),6321
Tenterden (WA),6322
Kendenup,6323
Porongurup,6324
Mount Barker (WA),6324
Narrikup,6326
Redmond,6327
Manypeaks,6328
Wellstead,6328
Collingwood Heights,6330
Middleton Beach,6330
Centennial Park (WA),6330
Mount Clarence,6330
Spencer Park,6330
Emu Point,6330
Collingwood Park (WA),6330
Mira Mar,6330
Mount Melville,6330
Yakamia,6330
Albany,6330
Lange,6330
Youngs Siding,6330
Kronkup,6330
Kalgan,6330
Torbay,6330
Marbelup,6330
Napier,6330
Bayonet Head,6330
Lower King,6330
Walmsley,6330
Big Grove,6330
Little Grove,6330
Robinson,6330
Elleker,6330
Cuthbert,6330
Torndirrup,6330
Goode Beach,6330
Milpara,6330
Millbrook (WA),6330
King River,6330
Warrenup,6330
Willyung,6330
Orana,6330
Gledhow,6330
Lockyer (WA),6330
McKail,6330
Denmark,6333
Mount Lindesay (WA),6333
Mount Romance,6333
Trent,6333
Scotsdale,6333
Shadforth (WA),6333
Ocean Beach,6333
Kordabup,6333
Peaceful Bay,6333
Hay (WA),6333
Gnowangerup,6335
Pallinup,6335
Ongerup,6336
Jerramungup,6337
Amelup,6338
Bremer Bay,6338
Stirling Range National Park,6338
Nyabing,6341
Pingrup,6343
Ravensthorpe,6346
Jerdacuttup,6346
Fitzgerald River National Park,6346
Hopetoun (WA),6348
Dumbleyung,6350
Kukerin,6352
Lake Grace,6353
Kuender,6353
Newdegate,6355
Lake King,6355
Pingaring,6355
Karlgarin,6358
Hyden,6359
Kulin,6365
Kulin West,6365
Kondinin,6367
South Kumminin,6368
Narembeen,6369
Mount Walker (WA),6369
Wickepin,6370
Yealering,6370
Bullaring,6373
Corrigin,6375
Quairading,6383
Dangin,6383
Shackleton,6386
Boddington,6390
Ranford,6390
Marradong,6390
Williams,6391
Darkan,6392
Arthur River (WA),6393
Changerup,6394
Muradup,6394
Kojonup,6395
Lumeah (WA),6395
Frankland River,6396
Rocky Gully (WA),6397
Walpole,6398
Northam,6401
Mokine,6401
Irishtown (WA),6401
Muluckine,6401
Southern Brook,6401
Grass Valley,6403
Meckering,6405
Cunderdin,6407
Tammin,6409
South Tammin,6409
Kellerberrin,6410
Hines Hill,6413
Merredin,6415
Bruce Rock,6418
Burracoppin,6421
Westonia,6423
Moorine Rock,6425
Marvel Loch,6426
Southern Cross (WA),6426
South Yilgarn,6426
Coolgardie (WA),6429
Mount Burges,6429
South Kalgoorlie,6430
Williamstown (WA),6430
Kalgoorlie,6430
Broadwood,6430
Somerville (WA),6430
Hannans,6430
Piccadilly (WA),6430
Karlkurla,6430
Mullingar,6430
Lamington (WA),6430
West Lamington,6430
Plumridge Lakes,6431
Warburton (WA),6431
Boulder,6432
South Boulder,6432
Victory Heights (WA),6432
Fimiston,6432
Parkeston,6434
Cundeelee,6434
Menzies (WA),6436
Leinster,6437
Leonora,6438
Laverton (WA),6440
Cosmo Newbery,6440
Kambalda West,6442
Kambalda East,6442
Eucla,6443
Norseman,6443
Salmon Gums,6445
Grass Patch,6447
Gibson,6448
Castletown,6450
West Beach (WA),6450
Windabout,6450
Esperance,6450
Pink Lake,6450
Bandy Creek,6450
Sinclair,6450
Nulsen,6450
Monjingup,6450
Myrup,6450
Chadwick,6450
Coomalbidgup,6450
Condingup,6450
Neridup,6450
Goomalling,6460
Konnongorring,6460
Dowerin,6461
Manmanning,6462
Kalannie,6468
Beacon,6472
Newcarlbeon,6475
Koorda,6475
Bencubbin,6477
Mukinbudin,6479
Bullfinch,6484
Wyalkatchem,6485
Trayning,6488
Nungarin,6490
Muchea,6501
Bindoon,6502
Neergabby,6503
Muckenburra,6503
Gingin,6503
Wanerie,6503
Ginginup,6503
Wannamal,6505
Dandaragan,6507
New Norcia,6509
Moora (WA),6510
Bindi Bindi,6510
Cervantes,6511
Watheroo,6513
Leeman,6514
Green Head,6514
Coorow,6515
Warradarge,6515
Jurien Bay,6516
Carnamah,6517
Eneabba,6518
Three Springs,6519
Arrowsmith East,6519
Badgingarra,6521
Mingenew,6522
Yandanooka,6522
Dongara,6525
Port Denison,6525
Springfield (WA),6525
Bonniefield,6525
Walkaway,6528
Beresford,6530
Wonthella,6530
Geraldton,6530
Beachlands,6530
Bluff Point,6530
West End (WA),6530
Spalding (WA),6530
Webberton,6530
Utakarra,6530
Karloo,6530
Rangeway,6530
Strathalbyn (WA),6530
Woorree,6530
Sunset Beach,6530
Waggrakine,6530
Moresby (WA),6530
Wandina,6530
Tarcoola Beach,6530
Mahomets Flats,6530
Mount Tarcoola,6530
Houtman Abrolhos,6530
Carrarang,6532
Deepdale,6532
Rudds Gully,6532
Drummond Cove,6532
Glenfield (WA),6532
White Peak,6532
Cape Burney,6532
Nabawa,6532
Minnenooka,6532
Moonyoonooka,6532
Greenough,6532
Howatharra,6532
Ajana,6532
Horrocks,6535
Yallabatharra,6535
Northampton,6535
Bowes,6535
Kalbarri,6536
Denham,6537
Chidlow,6556
The Lakes,6556
Wooroloo,6558
Wundowie,6560
Bakers Hill,6562
Clackline,6564
Toodyay,6566
Dumbarton,6566
Bejoording,6566
Coondle,6566
West Toodyay,6566
Julimar,6567
Bolgart,6568
Calingiri,6569
Miling,6575
Wongan Hills,6603
Cadoux,6606
Pithara,6608
Dalwallinu,6609
Buntine,6612
Perenjori,6620
Morawa,6623
Canna,6623
Bunjil,6623
Tardun,6628
Mullewa,6630
South Murchison,6635
Yalgoo,6635
Mount Magnet,6638
Cooladar Hill,6638
Sandstone,6639
Cue,6640
Lake Austin,6640
Meekatharra,6642
Peak Hill (WA),6642
Wiluna,6646
Greys Plain,6701
East Carnarvon,6701
Kingsford (WA),6701
Brockman,6701
Morgantown,6701
South Carnarvon,6701
Carnarvon,6701
North Plantations,6701
South Plantations,6701
Brown Range,6701
Coral Bay,6701
Macleod (WA),6701
Gascoyne River,6705
Gascoyne Junction,6705
Exmouth,6707
North West Cape,6707
Nanutarra,6710
Onslow,6710
Dampier,6713
Baynton (WA),6714
Bulgarra,6714
Pegs Creek,6714
Nickol,6714
Stove Hill,6714
Millars Well,6714
Karratha Industrial Estate,6714
Mulataga,6714
Gap Ridge,6714
Karratha,6714
Burrup,6714
Mardie,6714
Pannawonica,6716
Roebourne,6718
Wickham (WA),6720
Point Samson,6720
Roebourne,6720
Pardoo,6721
Port Hedland,6721
Wedgefield,6721
Boodarie,6722
South Hedland,6722
Broome,6725
Minyirr,6725
Djugun,6725
Bilingurr,6725
Waterbank,6725
Lagrange,6725
Dampier Peninsula,6725
Roebuck,6725
Cable Beach,6726
Camballin,6728
Willare,6728
St George Ranges,6728
King Leopold Ranges,6728
Derby (WA),6728
Wyndham (WA),6740
Oombulgurri,6740
Kalumburu,6740
Warmun,6743
Kununurra,6743
Durack (WA),6743
Tom Price,6751
Newman,6753
Paraburdoo,6754
Nullagine,6758
Marble Bar,6760
Telfer,6762
Fitzroy Crossing,6765
Mount Hardman,6765
Halls Creek (WA),6770
Ord River,6770
Sturt Creek,6770
Tanami (WA),6770
Mueller Ranges,6770
Christmas Island,6798
Home Island,6799
West Keeling Island,6799
Directions Island,6799
Crawley,6907
Glebe (Tas.),7000
North Hobart,7000
Hobart,7000
Queens Domain,7000
Mount Stuart (Tas.),7000
West Hobart,7000
Battery Point,7004
South Hobart,7004
Dynnyrne,7005
Sandy Bay,7005
Mount Nelson,7007
Tolmans Hill,7007
Lenah Valley,7008
New Town (Tas.),7008
Lutana,7009
Derwent Park,7009
Glenorchy (Tas.),7009
Moonah,7009
West Moonah,7009
Dowsing Point,7010
Goodwood (Tas.),7010
Glenorchy (Tas.),7010
Rosetta,7010
Montrose (Tas.),7010
Austins Ferry,7011
Berriedale,7011
Chigwell,7011
Claremont (Tas.),7011
Collinsvale,7012
Glenlusk,7012
Geilston Bay,7015
Lindisfarne,7015
Rose Bay (Tas.),7015
Risdon Vale,7016
Tea Tree,7017
Honeywood,7017
Otago,7017
Old Beach,7017
Risdon,7017
Grasstree Hill,7017
Rosny Park,7018
Montagu Bay,7018
Rosny,7018
Bellerive,7018
Howrah,7018
Tranmere (Tas.),7018
Warrane,7018
Mornington (Tas.),7018
Rokeby (Tas.),7019
Clarendon Vale,7019
Oakdowns,7019
Sandford (Tas.),7020
Clifton Beach (Tas.),7020
Lauderdale,7021
South Arm (Tas.),7022
Opossum Bay,7023
Cremorne (Tas.),7024
Dulcot,7025
Richmond (Tas.),7025
Campania,7026
Colebrook,7027
Herdsmans Cove,7030
Gagebrook,7030
Dromedary (Tas.),7030
Bridgewater (Tas.),7030
Brighton (Tas.),7030
Pontville,7030
Granton,7030
Bothwell,7030
Wilburville,7030
Miena,7030
Bagdad,7030
Kempton,7030
Mangalore (Tas.),7030
Dysart (Tas.),7030
Broadmarsh,7030
Kingston (Tas.),7050
Kingston Beach,7050
Blackmans Bay,7052
Bonnet Hill,7053
Taroona,7053
Neika,7054
Leslie Vale,7054
Howden,7054
Tinderbox,7054
Margate (Tas.),7054
Electrona,7054
Lower Snug,7054
Coningham,7054
Snug,7054
Wellington Park,7054
Ridgeway,7054
Fern Tree,7054
Huntingfield,7055
Lower Longley,7109
Cradoc,7109
Glaziers Bay,7109
Lymington,7109
Southport (Tas.),7109
Raminea,7109
Glen Huon,7109
Lonnavale,7109
Ranelagh,7109
Lucaston,7109
Crabtree,7109
Mountain River,7109
Grove,7109
Huonville,7109
Judbury,7109
Cygnet,7112
